filename,Precision,Recall,F1,Accuracy,Processing_Time
[123doc] - File4,0.9847094801223242,0.9938271604938271,0.989247311827957,0.8503665373005606,3.5838840007781982
[123doc] - File3,0.36472945891783565,0.27204783258594917,0.3116438356164384,0.8579346557759626,8.84621548652649
[123doc] - File1,0.3847695390781563,0.15058823529411763,0.21645997745208564,0.0,9.926198720932007
[123doc] - File12,0.687374749498998,0.23175675675675675,0.3466397170288024,0.5064355135277121,22.91270351409912
[123doc] - File8,0.3967935871743487,0.2657718120805369,0.3183279742765273,0.2901104681746449,9.173034906387329
[123doc] - File10,0.5711422845691383,0.21889400921658986,0.3164908384230983,0.5528120713305898,33.87886643409729
[123doc] - File7,0.969939879759519,0.46493756003842457,0.6285714285714286,0.8853469762560672,34.15540170669556
[123doc] - File6,0.4589178356713427,0.16002795248078266,0.23730569948186528,0.8257350315438639,37.64167499542236
[123doc] - File9,0.45490981963927857,0.05852023717452952,0.10370031978072179,0.0,15.979047536849976
[123doc] - File5,0.7034068136272545,0.17682619647355163,0.2826086956521739,0.2880156836004092,46.737141609191895
[123doc] - File11,0.9378757515030061,0.21899859616284512,0.3550834597875569,0.8167301086250116,57.308908224105835
[123doc] - File13,0.8597194388777555,0.24542334096109839,0.3818424566088118,0.47206332313422905,79.60379338264465
[123doc] - File2,0.8276553106212425,0.042577319587628865,0.08098833218943034,0.3385480093676815,825.9309322834015
