filename,Precision,Recall,F1,Accuracy,Processing_Time
[123doc] - File1,0.9238476953907816,0.3615686274509804,0.519729425028185,0.36417556346381974,15.258963346481323
[123doc] - File10,1.0,0.38325652841781876,0.5541365907828985,0.6465530022238695,22.150152683258057
[123doc] - File12,0.685370741482966,0.23108108108108108,0.3456291056088934,0.4584975045967954,15.826061964035034
[123doc] - File4,1.0,1.0,1.0,0.7602414833980164,2.4148967266082764
[123doc] - File3,1.0,0.7458893871449925,0.8544520547945206,0.9709435194253999,6.745034694671631
[123doc] - File11,0.9739478957915831,0.2274216190921853,0.36874051593323215,0.8116238046606629,45.32506203651428
[123doc] - File2,0.8296593186372746,0.04268041237113402,0.08118442984606333,0.0,30.35248851776123
[123doc] - File5,0.6713426853707415,0.16876574307304787,0.26972624798711753,0.8332858364206327,21.418877840042114
[123doc] - File13,0.9318637274549099,0.2660183066361556,0.41388518024032045,0.7894467213114754,37.74747705459595
[123doc] - File8,0.9125,0.4899328859060403,0.6375545851528385,0.4592319831667543,5.043227195739746
[123doc] - File6,1.0,0.34870719776380155,0.5170984455958549,0.9534612393051595,27.4417405128479
[123doc] - File9,0.46693386773547096,0.06006702758442898,0.10644129739607128,0.0,10.742969512939453
[123doc] - File7,0.9739478957915831,0.4668587896253602,0.631168831168831,0.9195854650400105,26.909059286117554
