Repository,Files_Evaluated,Avg_Precision,Avg_Recall,Avg_F1,Avg_Accuracy,Avg_Processing_Time
docling,13,0.7633201714965084,0.7474871942922424,0.7505010360766613,0.4712356875100773,11.292661538490883
dolphin,2,0.7456315789473684,0.5005000000000001,0.5396386554621849,0.20310066018841333,8.705313324928284
marker_advance,13,0.8779599456389815,0.6820743377070861,0.7407481745335941,0.2141073743859238,9.973290663499098
marker_basic,13,0.8857284825665346,0.8408249870934434,0.8595746156687575,0.48143342888454255,11.222202190986046
parsr,13,0.9286198040113574,0.8824548270521425,0.8998712046344554,0.5217982503030171,10.115482788819532
unstructured,13,0.9171052014930312,0.8560965410428497,0.879714696369863,0.4746615155135611,7.8832023327167215
